"GC/OG representative 1"	"GC/OG representative 2"	"Co-expressiom Pearson r"	"Representative 1 type"	"Representative 2 type"	"Representative 2 annotation"
"TARA_078_MES_0.22-3_G_C19919465_1_gene308964"	"TARA_138_MES_0.22-3_G_scaffold135780_1_gene125533"	0.950441428955797	"GC"	"GC"	NA
"TARA_122_SRF_0.1-0.22_G_scaffold15010_1_gene15824"	"TARA_072_MES_0.22-3_G_C11447746_1_gene272339"	0.950414663342455	"GC"	"GC"	NA
"TARA_072_MES_0.22-3_G_C11447746_1_gene272339"	"TARA_122_SRF_0.1-0.22_G_scaffold15010_1_gene15824"	0.950414663342455	"GC"	"GC"	NA
"TARA_100_MES_0.22-3_G_scaffold159573_1_gene167201"	"1281H"	0.950407611981519	"GC"	"OG"	"nitrate reductase molybdenum cofactor assembly chaperone"
"TARA_137_DCM_0.22-3_G_scaffold82028_1_gene92608"	"TARA_111_MES_0.22-3_G_scaffold163750_1_gene119349"	0.950404096760395	"GC"	"GC"	NA
"TARA_111_MES_0.22-3_G_scaffold163750_1_gene119349"	"TARA_137_DCM_0.22-3_G_scaffold82028_1_gene92608"	0.950404096760395	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold276238_1_gene293252"	"TARA_037_MES_0.1-0.22_G_scaffold61798_2_gene57042"	0.950390843315878	"GC"	"GC"	NA
"TARA_125_MIX_0.22-3_G_scaffold316654_1_gene354599"	"TARA_034_DCM_0.22-1.6_G_scaffold324890_1_gene317367"	0.950370667433671	"GC"	"GC"	NA
"TARA_039_MES_0.1-0.22_G_scaffold22546_2_gene25999"	"TARA_037_MES_0.1-0.22_G_scaffold118443_1_gene117320"	0.950348267126066	"GC"	"GC"	NA
"TARA_036_SRF_0.1-0.22_G_scaffold5057_2_gene4517"	"TARA_123_SRF_0.22-3_G_scaffold84319_1_gene83198"	0.950316886542355	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold204750_1_gene204977"	"TARA_122_DCM_0.22-0.45_G_scaffold292747_1_gene435601"	0.950305805814929	"GC"	"GC"	NA
"TARA_125_MIX_0.45-0.8_G_scaffold294964_1_gene300993"	"TARA_122_SRF_0.45-0.8_G_C23525659_1_gene352439"	0.950292025627923	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold82539_1_gene79167"	"TARA_037_MES_0.1-0.22_G_scaffold337671_1_gene425347"	0.950191127447801	"GC"	"GC"	NA
"TARA_034_DCM_0.22-1.6_G_C17108786_1_gene790735"	"TARA_037_MES_0.1-0.22_G_scaffold290194_1_gene317182"	0.950162619943147	"GC"	"GC"	NA
"TARA_158_MES_lt-0.22_G_scaffold4549_1_gene24414"	"TARA_155_MES_lt-0.22_G_scaffold148197_1_gene324019"	0.950119156386969	"GC"	"GC"	NA
"TARA_100_MES_0.22-3_G_scaffold237848_1_gene257458"	"COG4900"	0.950108791176774	"GC"	"OG"	"Predicted metallopeptidase"
"TARA_155_MES_lt-0.22_G_scaffold454649_1_gene670526"	"TARA_093_SRF_0.22-3_G_C16721108_1_gene533613"	0.950100495408705	"GC"	"GC"	NA
"TARA_093_SRF_0.22-3_G_C16721108_1_gene533613"	"TARA_155_MES_lt-0.22_G_scaffold454649_1_gene670526"	0.950100495408705	"GC"	"GC"	NA
"TARA_036_DCM_lt-0.22_G_scaffold60418_3_gene45588"	"TARA_033_SRF_0.22-1.6_G_C12639104_1_gene391237"	0.950085171226512	"GC"	"GC"	NA
"TARA_145_MES_0.22-3_G_scaffold191586_1_gene177075"	"TARA_037_MES_0.1-0.22_G_scaffold55263_1_gene50680"	0.950048486558835	"GC"	"GC"	NA
"TARA_064_MES_0.22-3_G_scaffold11812_1_gene8379"	"TARA_085_MES_0.22-3_G_scaffold237504_1_gene257387"	0.949879654463512	"GC"	"GC"	NA
"TARA_201_DCM_lt-0.22_G_scaffold32926_1_gene76776"	"TARA_175_SRF_lt-0.22_G_scaffold59874_1_gene169105"	0.94984300895172	"GC"	"GC"	NA
"TARA_175_SRF_lt-0.22_G_scaffold59874_1_gene169105"	"TARA_201_DCM_lt-0.22_G_scaffold32926_1_gene76776"	0.94984300895172	"GC"	"GC"	NA
"TARA_065_MES_0.22-3_G_scaffold208884_1_gene156286"	"0ZY7V"	0.949834166653852	"GC"	"OG"	NA
"TARA_111_MES_0.22-3_G_scaffold192237_1_gene141581"	"TARA_122_MES_0.22-3_G_C18066305_1_gene444760"	0.949828585594012	"GC"	"GC"	NA
"TARA_068_MES_0.22-3_G_C19666270_1_gene335485"	"0YWAH"	0.949805521721006	"GC"	"OG"	NA
"TARA_209_MES_lt-0.22_G_scaffold98450_2_gene253046"	"TARA_191_SRF_0.22-3_G_scaffold232376_1_gene303299"	0.949715434653656	"GC"	"GC"	NA
"TARA_191_SRF_0.22-3_G_scaffold232376_1_gene303299"	"TARA_209_MES_lt-0.22_G_scaffold98450_2_gene253046"	0.949715434653656	"GC"	"GC"	NA
"TARA_168_DCM_lt-0.22_G_scaffold196289_1_gene355330"	"TARA_085_DCM_lt-0.22_G_C3175961_1_gene104792"	0.949694815988821	"GC"	"GC"	NA
"TARA_085_DCM_lt-0.22_G_C3175961_1_gene104792"	"TARA_168_DCM_lt-0.22_G_scaffold196289_1_gene355330"	0.949694815988821	"GC"	"GC"	NA
"TARA_064_MES_0.22-3_G_scaffold57759_1_gene44100"	"TARA_146_MES_0.22-3_G_C16536358_1_gene196834"	0.949634753891375	"GC"	"GC"	NA
"TARA_132_DCM_0.22-3_G_scaffold98255_1_gene82451"	"TARA_025_DCM_0.22-1.6_G_C17216934_1_gene696293"	0.949622265631184	"GC"	"GC"	NA
"TARA_038_MES_0.1-0.22_G_C5149914_1_gene245833"	"TARA_155_MES_lt-0.22_G_scaffold125784_1_gene283144"	0.949595444016136	"GC"	"GC"	NA
"TARA_072_MES_0.22-3_G_scaffold97182_1_gene76127"	"TARA_072_MES_0.22-3_G_scaffold108364_1_gene86461"	0.94959358360186	"GC"	"GC"	NA
"TARA_072_MES_0.22-3_G_scaffold108364_1_gene86461"	"TARA_072_MES_0.22-3_G_scaffold97182_1_gene76127"	0.94959358360186	"GC"	"GC"	NA
"TARA_158_SRF_0.22-3_G_scaffold18768_1_gene17208"	"11YRA"	0.949504468133697	"GC"	"OG"	NA
"TARA_124_SRF_0.45-0.8_G_C18768845_1_gene467279"	"TARA_052_SRF_0.22-1.6_G_scaffold169314_1_gene127379"	0.949441149804239	"GC"	"GC"	NA
"TARA_052_SRF_0.22-1.6_G_scaffold169314_1_gene127379"	"TARA_124_SRF_0.45-0.8_G_C18768845_1_gene467279"	0.949441149804239	"GC"	"GC"	NA
"TARA_009_DCM_0.22-1.6_G_scaffold303549_1_gene282567"	"TARA_133_DCM_0.22-3_G_scaffold325637_1_gene380327"	0.949422302854004	"GC"	"GC"	NA
"TARA_070_MES_0.22-0.45_G_scaffold115247_1_gene156200"	"TARA_138_MES_0.22-3_G_scaffold141121_1_gene130537"	0.949355837022376	"GC"	"GC"	NA
"TARA_110_MES_0.22-3_G_scaffold25510_1_gene19522"	"TARA_132_MES_0.22-3_G_C22516142_1_gene260445"	0.949346569925751	"GC"	"GC"	NA
"TARA_052_SRF_0.22-1.6_G_C26911883_1_gene338196"	"TARA_052_DCM_0.22-1.6_G_scaffold148544_1_gene106244"	0.949298644003052	"GC"	"GC"	NA
"TARA_052_DCM_0.22-1.6_G_scaffold148544_1_gene106244"	"TARA_052_SRF_0.22-1.6_G_C26911883_1_gene338196"	0.949298644003052	"GC"	"GC"	NA
"TARA_067_SRF_0.22-0.45_G_scaffold185287_1_gene204549"	"TARA_168_DCM_0.22-3_G_C12985109_1_gene395240"	0.949285788868868	"GC"	"GC"	NA
"TARA_158_MES_0.22-3_G_scaffold218320_1_gene245954"	"TARA_070_MES_0.22-0.45_G_scaffold14139_1_gene14604"	0.949198251358891	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold195504_1_gene167295"	"TARA_034_DCM_0.22-1.6_G_C17609532_1_gene968990"	0.949170236595088	"GC"	"GC"	NA
"TARA_155_MES_0.22-3_G_scaffold189684_1_gene138447"	"TARA_070_MES_0.45-0.8_G_scaffold12184_1_gene10454"	0.949168539129155	"GC"	"GC"	NA
"TARA_070_MES_0.45-0.8_G_scaffold12184_1_gene10454"	"TARA_155_MES_0.22-3_G_scaffold189684_1_gene138447"	0.949168539129155	"GC"	"GC"	NA
"TARA_137_DCM_0.22-3_G_scaffold242152_2_gene316213"	"TARA_158_MES_0.22-3_G_scaffold53671_1_gene52565"	0.949132404936569	"GC"	"GC"	NA
"TARA_068_MES_0.45-0.8_G_scaffold296729_1_gene255964"	"0XZSY"	0.949052198566375	"GC"	"OG"	NA
"TARA_078_MES_0.22-3_G_scaffold239706_1_gene162362"	"TARA_068_MES_0.45-0.8_G_scaffold192867_1_gene137406"	0.949014527503579	"GC"	"GC"	NA
"TARA_068_MES_0.45-0.8_G_scaffold192867_1_gene137406"	"TARA_078_MES_0.22-3_G_scaffold239706_1_gene162362"	0.949014527503579	"GC"	"GC"	NA
"TARA_078_DCM_0.22-0.45_G_C22139684_1_gene485702"	"TARA_210_MES_0.22-3_G_scaffold174566_1_gene166807"	0.948950192299578	"GC"	"GC"	NA
"TARA_065_MES_0.22-3_G_C21220059_1_gene266111"	"TARA_110_MES_0.22-3_G_scaffold62860_1_gene53427"	0.948950055527616	"GC"	"GC"	NA
"TARA_194_SRF_lt-0.22_G_scaffold219177_1_gene306513"	"TARA_194_SRF_0.22-3_G_C19779356_1_gene394566"	0.948929074011001	"GC"	"GC"	NA
"TARA_194_SRF_0.22-3_G_C19779356_1_gene394566"	"TARA_194_SRF_lt-0.22_G_scaffold219177_1_gene306513"	0.948929074011001	"GC"	"GC"	NA
"TARA_188_DCM_lt-0.22_G_scaffold30433_4_gene82987"	"TARA_201_MES_lt-0.22_G_scaffold230575_1_gene332000"	0.94891022604719	"GC"	"GC"	NA
"TARA_038_DCM_lt-0.22_G_scaffold96324_1_gene50178"	"TARA_039_SRF_lt-0.22_G_scaffold153346_3_gene89263"	0.948899940761795	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold343056_1_gene448950"	"TARA_037_MES_0.1-0.22_G_scaffold276238_1_gene293252"	0.948885678396853	"GC"	"GC"	NA
"TARA_052_DCM_0.22-1.6_G_scaffold360582_1_gene323125"	"TARA_032_DCM_0.22-1.6_G_scaffold179697_1_gene161221"	0.948864860582014	"GC"	"GC"	NA
"TARA_032_DCM_0.22-1.6_G_scaffold179697_1_gene161221"	"TARA_052_DCM_0.22-1.6_G_scaffold360582_1_gene323125"	0.948864860582014	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_C15519990_1_gene610758"	"TARA_206_MES_0.22-3_G_scaffold108722_1_gene93981"	0.948850919499632	"GC"	"GC"	NA
"TARA_133_MES_0.22-3_G_C22227138_1_gene372327"	"TARA_068_MES_0.22-3_G_scaffold155354_1_gene121224"	0.948795577682431	"GC"	"GC"	NA
"TARA_109_MES_0.22-3_G_scaffold18487_1_gene14320"	"TARA_065_MES_0.22-3_G_scaffold23262_1_gene15119"	0.948746259971787	"GC"	"GC"	NA
"TARA_109_MES_0.22-3_G_C15400137_1_gene384296"	"TARA_102_MES_0.22-3_G_C17751239_1_gene335782"	0.94872443148935	"GC"	"GC"	NA
"TARA_102_MES_0.22-3_G_C17751239_1_gene335782"	"TARA_109_MES_0.22-3_G_C15400137_1_gene384296"	0.94872443148935	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_scaffold255490_1_gene298974"	"TARA_076_MES_0.22-3_G_scaffold279346_1_gene271916"	0.948720353110314	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_scaffold237968_1_gene255294"	"0ZS1I"	0.948679795342338	"GC"	"OG"	"Nucleotidyl transferase of unknown function (DUF1814)"
"TARA_018_SRF_lt-0.22_G_C2101752_1_gene130089"	"TARA_036_SRF_0.1-0.22_G_scaffold5057_2_gene4517"	0.948646890890761	"GC"	"GC"	NA
"TARA_168_DCM_0.22-3_G_scaffold114421_1_gene121645"	"TARA_085_DCM_0.22-3_G_scaffold97753_1_gene71716"	0.948572293160837	"GC"	"GC"	NA
"TARA_039_MES_0.22-1.6_G_scaffold155970_1_gene208638"	"11G2Y"	0.948488856887449	"GC"	"OG"	"PBS lyase HEAT domain protein repeat-containing protein"
"TARA_038_MES_0.22-1.6_G_C8438510_1_gene289759"	"TARA_100_MES_0.22-3_G_scaffold154650_1_gene162079"	0.948446714952914	"GC"	"GC"	NA
"TARA_122_MES_0.22-3_G_C17990757_1_gene414794"	"TARA_149_MES_0.22-3_G_C19263642_1_gene232351"	0.948378321736405	"GC"	"GC"	NA
"TARA_064_MES_lt-0.22_G_scaffold57533_1_gene55697"	"TARA_072_MES_lt-0.22_G_scaffold241200_1_gene167954"	0.94835009086596	"GC"	"GC"	NA
"TARA_201_MES_0.22-3_G_scaffold221871_1_gene234359"	"TARA_206_MES_0.22-3_G_scaffold108722_1_gene93981"	0.948330787008385	"GC"	"GC"	NA
"TARA_188_SRF_lt-0.22_G_scaffold110370_2_gene223477"	"TARA_173_DCM_lt-0.22_G_scaffold144036_1_gene300644"	0.948277329557559	"GC"	"GC"	NA
"TARA_173_DCM_lt-0.22_G_scaffold144036_1_gene300644"	"TARA_188_SRF_lt-0.22_G_scaffold110370_2_gene223477"	0.948277329557559	"GC"	"GC"	NA
"TARA_066_DCM_lt-0.22_G_C3669123_1_gene92837"	"TARA_037_MES_0.1-0.22_G_scaffold157885_1_gene157340"	0.948266835869226	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold157885_1_gene157340"	"TARA_066_DCM_lt-0.22_G_C3669123_1_gene92837"	0.948266835869226	"GC"	"GC"	NA
"TARA_068_MES_0.45-0.8_G_scaffold301702_1_gene268099"	"TARA_037_MES_0.22-1.6_G_scaffold211802_1_gene208829"	0.948255184565694	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_scaffold211802_1_gene208829"	"TARA_068_MES_0.45-0.8_G_scaffold301702_1_gene268099"	0.948255184565694	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold28054_1_gene26716"	"TARA_039_MES_0.1-0.22_G_C6691745_1_gene304613"	0.948255061127624	"GC"	"GC"	NA
"TARA_137_MES_0.22-3_G_scaffold179445_1_gene174927"	"TARA_038_MES_0.22-1.6_G_scaffold99847_1_gene92744"	0.948246131848848	"GC"	"GC"	NA
"TARA_038_MES_0.22-1.6_G_scaffold99847_1_gene92744"	"TARA_137_MES_0.22-3_G_scaffold179445_1_gene174927"	0.948246131848848	"GC"	"GC"	NA
"TARA_175_ZZZ_0.22-3_G_scaffold157758_1_gene136535"	"TARA_098_MES_0.22-3_G_scaffold15813_1_gene9041"	0.948178610112519	"GC"	"GC"	NA
"TARA_163_SRF_0.22-3_G_scaffold82608_1_gene78141"	"TARA_168_DCM_0.22-3_G_scaffold114421_1_gene121645"	0.948164143148522	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_C14032089_1_gene343655"	"TARA_070_MES_0.22-0.45_G_scaffold51551_1_gene57282"	0.948150461160829	"GC"	"GC"	NA
"TARA_038_MES_0.1-0.22_G_scaffold61153_1_gene70924"	"TARA_037_MES_0.1-0.22_G_scaffold96053_1_gene93826"	0.948109897265	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold96053_1_gene93826"	"TARA_038_MES_0.1-0.22_G_scaffold61153_1_gene70924"	0.948109897265	"GC"	"GC"	NA
"TARA_132_MES_0.22-3_G_C22575506_1_gene286355"	"TARA_122_MES_0.22-0.45_G_scaffold173300_1_gene178644"	0.948104095821663	"GC"	"GC"	NA
"TARA_168_DCM_0.22-3_G_scaffold88811_1_gene96946"	"TARA_158_DCM_0.22-3_G_C15213634_1_gene420925"	0.948085953218006	"GC"	"GC"	NA
"TARA_158_DCM_0.22-3_G_C15213634_1_gene420925"	"TARA_168_DCM_0.22-3_G_scaffold88811_1_gene96946"	0.948085953218006	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_scaffold184812_1_gene173916"	"TARA_037_MES_0.1-0.22_G_scaffold213829_1_gene214833"	0.948064582473875	"GC"	"GC"	NA
"TARA_189_DCM_0.22-3_G_C12997535_1_gene322836"	"TARA_067_SRF_0.45-0.8_G_scaffold271324_1_gene311175"	0.948060790026238	"GC"	"GC"	NA
"TARA_191_SRF_lt-0.22_G_scaffold56570_2_gene113941"	"TARA_173_DCM_lt-0.22_G_scaffold185060_1_gene363696"	0.948058606001066	"GC"	"GC"	NA
"TARA_173_DCM_lt-0.22_G_scaffold185060_1_gene363696"	"TARA_191_SRF_lt-0.22_G_scaffold56570_2_gene113941"	0.948058606001066	"GC"	"GC"	NA
"TARA_180_SRF_0.22-3_G_C7097278_1_gene392203"	"TARA_022_SRF_lt-0.22_G_scaffold1341_1_gene2335"	0.94802925872978	"GC"	"GC"	NA
"TARA_125_SRF_0.45-0.8_G_scaffold270083_1_gene285588"	"0XWBU"	0.948010840745502	"GC"	"OG"	NA
"TARA_111_MES_0.22-3_G_C20059139_1_gene405468"	"TARA_068_MES_lt-0.22_G_C4610737_1_gene81254"	0.948007074005371	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold60148_1_gene47689"	"TARA_070_MES_0.45-0.8_G_scaffold12184_1_gene10454"	0.948002903092136	"GC"	"GC"	NA
"TARA_124_SRF_0.22-3_G_C37770438_1_gene882236"	"TARA_133_MES_0.22-3_G_scaffold188465_1_gene152866"	0.947997671894792	"GC"	"GC"	NA
"TARA_072_MES_lt-0.22_G_scaffold42630_1_gene18834"	"TARA_158_MES_lt-0.22_G_scaffold31378_2_gene71535"	0.947964999620399	"GC"	"GC"	NA
"TARA_038_DCM_0.22-1.6_G_scaffold148922_1_gene122678"	"TARA_158_DCM_0.22-3_G_scaffold188875_1_gene159167"	0.947932872243711	"GC"	"GC"	NA
"TARA_138_MES_lt-0.22_G_scaffold14904_1_gene18495"	"TARA_036_DCM_0.22-1.6_G_C21026730_1_gene566552"	0.94791363493669	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_C15472952_1_gene580869"	"TARA_037_MES_0.22-1.6_G_scaffold21049_1_gene18465"	0.947881606443846	"GC"	"GC"	NA
"TARA_132_DCM_0.22-3_G_scaffold407005_2_gene427030"	"TARA_158_DCM_0.22-3_G_scaffold188875_1_gene159167"	0.947878768220669	"GC"	"GC"	NA
"TARA_085_MES_0.22-3_G_scaffold144496_1_gene142097"	"TARA_065_MES_0.22-3_G_C21521462_1_gene396082"	0.947875274919872	"GC"	"GC"	NA
"TARA_065_MES_0.22-3_G_C21521462_1_gene396082"	"TARA_085_MES_0.22-3_G_scaffold144496_1_gene142097"	0.947875274919872	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold269073_1_gene282013"	"TARA_122_DCM_0.22-0.45_G_C14238699_1_gene863526"	0.947822651128022	"GC"	"GC"	NA
"TARA_133_DCM_0.22-3_G_scaffold69436_2_gene65902"	"TARA_102_DCM_0.22-3_G_scaffold270431_1_gene256294"	0.947781651757237	"GC"	"GC"	NA
"TARA_155_MES_0.22-3_G_C19807511_1_gene419271"	"TARA_122_MES_0.22-3_G_C17990757_1_gene414794"	0.947754730361894	"GC"	"GC"	NA
"TARA_122_MES_0.22-0.45_G_scaffold163356_1_gene157165"	"TARA_038_MES_0.1-0.22_G_scaffold61153_1_gene70924"	0.947723076654046	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_C14518897_1_gene560573"	"TARA_138_MES_0.22-3_G_scaffold135780_1_gene125533"	0.947712320149258	"GC"	"GC"	NA
"TARA_110_MES_0.22-3_G_scaffold80694_1_gene69251"	"TARA_037_MES_0.1-0.22_G_scaffold299838_1_gene335021"	0.947681894759133	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold299838_1_gene335021"	"TARA_110_MES_0.22-3_G_scaffold80694_1_gene69251"	0.947681894759133	"GC"	"GC"	NA
"TARA_180_SRF_lt-0.22_G_scaffold36835_4_gene130337"	"TARA_180_SRF_lt-0.22_G_scaffold203528_1_gene451391"	0.947661768068529	"GC"	"GC"	NA
"TARA_180_SRF_lt-0.22_G_scaffold203528_1_gene451391"	"TARA_180_SRF_lt-0.22_G_scaffold36835_4_gene130337"	0.947661768068529	"GC"	"GC"	NA
"TARA_189_MES_lt-0.22_G_scaffold320638_5_gene507632"	"TARA_137_MES_0.22-3_G_C17683909_1_gene283639"	0.947661071979384	"GC"	"GC"	NA
"TARA_137_MES_0.22-3_G_C17683909_1_gene283639"	"TARA_189_MES_lt-0.22_G_scaffold320638_5_gene507632"	0.947661071979384	"GC"	"GC"	NA
"TARA_138_MES_0.22-3_G_scaffold233723_1_gene246877"	"TARA_037_MES_0.1-0.22_G_scaffold304342_1_gene343385"	0.947561339265836	"GC"	"GC"	NA
"TARA_122_DCM_0.22-0.45_G_C13609912_1_gene544361"	"TARA_122_DCM_0.22-0.45_G_scaffold292747_1_gene435601"	0.947534732883315	"GC"	"GC"	NA
"TARA_041_DCM_0.22-1.6_G_scaffold193610_1_gene182807"	"TARA_032_SRF_0.22-1.6_G_scaffold235852_1_gene199516"	0.947498711045103	"GC"	"GC"	NA
"TARA_032_SRF_0.22-1.6_G_scaffold235852_1_gene199516"	"TARA_041_DCM_0.22-1.6_G_scaffold193610_1_gene182807"	0.947498711045103	"GC"	"GC"	NA
"TARA_039_MES_0.1-0.22_G_scaffold123763_1_gene171039"	"TARA_137_DCM_0.22-3_G_scaffold127973_1_gene141508"	0.947451845160018	"GC"	"GC"	NA
"TARA_138_MES_0.22-3_G_scaffold237604_1_gene254880"	"TARA_037_MES_0.22-1.6_G_C14145296_1_gene393215"	0.947418310580819	"GC"	"GC"	NA
"TARA_122_MES_0.22-0.45_G_scaffold15215_1_gene11055"	"TARA_132_MES_0.22-3_G_C22501600_1_gene254099"	0.947411748347494	"GC"	"GC"	NA
"TARA_109_SRF_0.22-3_G_scaffold286163_1_gene263480"	"TARA_109_DCM_lt-0.22_G_scaffold5143_2_gene4058"	0.947391420299755	"GC"	"GC"	NA
"TARA_109_DCM_lt-0.22_G_scaffold5143_2_gene4058"	"TARA_109_SRF_0.22-3_G_scaffold286163_1_gene263480"	0.947391420299755	"GC"	"GC"	NA
"TARA_004_DCM_0.22-1.6_G_C22646926_1_gene543481"	"TARA_168_DCM_0.22-3_G_C12985109_1_gene395240"	0.947383153405682	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold340584_2_gene436932"	"TARA_037_MES_0.1-0.22_G_C20669801_1_gene809617"	0.947302454970081	"GC"	"GC"	NA
"TARA_155_DCM_lt-0.22_G_scaffold163355_1_gene325732"	"TARA_072_MES_lt-0.22_G_scaffold249777_1_gene190871"	0.947264451504709	"GC"	"GC"	NA
"TARA_072_MES_lt-0.22_G_scaffold249777_1_gene190871"	"TARA_155_DCM_lt-0.22_G_scaffold163355_1_gene325732"	0.947264451504709	"GC"	"GC"	NA
"TARA_122_MES_0.22-0.45_G_C15897524_1_gene291065"	"TARA_133_MES_0.22-3_G_C22227138_1_gene372327"	0.947243801029547	"GC"	"GC"	NA
"TARA_122_MES_0.22-0.45_G_scaffold108245_1_gene91462"	"TARA_068_MES_0.22-3_G_C19738386_1_gene367964"	0.947242344294567	"GC"	"GC"	NA
"TARA_066_SRF_0.22-3_G_scaffold272122_1_gene272017"	"TARA_168_DCM_0.22-3_G_C12985109_1_gene395240"	0.947222710026533	"GC"	"GC"	NA
"TARA_122_MES_0.22-3_G_C18145957_1_gene476784"	"TARA_137_DCM_0.22-3_G_scaffold242152_2_gene316213"	0.947185414375114	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold295440_1_gene326757"	"TARA_158_MES_lt-0.22_G_scaffold260283_1_gene320095"	0.947028177676755	"GC"	"GC"	NA
"TARA_163_SRF_0.22-3_G_C9634221_1_gene317657"	"TARA_163_MES_0.22-3_G_scaffold303038_1_gene298544"	0.94698932556697	"GC"	"GC"	NA
"TARA_163_MES_0.22-3_G_scaffold303038_1_gene298544"	"TARA_163_SRF_0.22-3_G_C9634221_1_gene317657"	0.94698932556697	"GC"	"GC"	NA
"TARA_039_SRF_lt-0.22_G_scaffold78160_1_gene37861"	"TARA_058_DCM_lt-0.22_G_scaffold112763_1_gene90676"	0.946878557702002	"GC"	"GC"	NA
"TARA_039_MES_0.22-1.6_G_C7863100_1_gene222844"	"TARA_056_MES_0.22-3_G_scaffold252670_1_gene228113"	0.946853580878134	"GC"	"GC"	NA
"TARA_037_MES_0.1-0.22_G_scaffold2811_2_gene3699"	"TARA_137_DCM_0.22-3_G_scaffold63479_1_gene72309"	0.946839957555609	"GC"	"GC"	NA
"TARA_038_MES_0.1-0.22_G_scaffold21876_1_gene25902"	"0YSW2"	0.946795755604994	"GC"	"OG"	"Major Facilitator Superfamily"
"TARA_168_DCM_lt-0.22_G_C9267874_1_gene564008"	"TARA_201_MES_lt-0.22_G_scaffold230575_1_gene332000"	0.946785475418765	"GC"	"GC"	NA
"TARA_034_DCM_0.22-1.6_G_scaffold508731_1_gene596310"	"TARA_100_MES_0.22-3_G_scaffold204454_1_gene214218"	0.94677835662148	"GC"	"GC"	NA
"TARA_137_MES_0.22-3_G_scaffold214140_1_gene250049"	"TARA_109_MES_0.22-3_G_scaffold178600_1_gene141447"	0.946777150883554	"GC"	"GC"	NA
"TARA_076_MES_0.22-3_G_C18445586_1_gene474155"	"TARA_125_SRF_0.22-0.45_G_C15032565_1_gene755674"	0.946771546724947	"GC"	"GC"	NA
"TARA_146_MES_0.22-3_G_scaffold166564_1_gene115594"	"TARA_056_MES_0.22-3_G_scaffold99786_1_gene79353"	0.946717176565094	"GC"	"GC"	NA
"TARA_056_MES_0.22-3_G_scaffold99786_1_gene79353"	"TARA_146_MES_0.22-3_G_scaffold166564_1_gene115594"	0.946717176565094	"GC"	"GC"	NA
"TARA_122_MES_0.22-0.45_G_scaffold99955_1_gene84319"	"TARA_148b_MES_0.22-3_G_scaffold60148_1_gene47689"	0.946517234783111	"GC"	"GC"	NA
"TARA_137_DCM_0.22-3_G_C13903077_1_gene452522"	"TARA_132_MES_0.22-3_G_C22605224_1_gene299473"	0.946511342541214	"GC"	"GC"	NA
"TARA_132_MES_0.22-3_G_C22605224_1_gene299473"	"TARA_137_DCM_0.22-3_G_C13903077_1_gene452522"	0.946511342541214	"GC"	"GC"	NA
"TARA_067_SRF_0.22-0.45_G_scaffold91703_1_gene88306"	"TARA_067_SRF_0.22-0.45_G_scaffold151498_1_gene151267"	0.946504172422173	"GC"	"GC"	NA
"TARA_201_MES_lt-0.22_G_scaffold269509_2_gene369219"	"TARA_175_SRF_lt-0.22_G_scaffold59874_1_gene169105"	0.946466902913694	"GC"	"GC"	NA
"TARA_070_MES_0.45-0.8_G_C13634896_1_gene398088"	"TARA_078_MES_0.22-3_G_C19919465_1_gene308964"	0.946448266923526	"GC"	"GC"	NA
"TARA_209_SRF_lt-0.22_G_scaffold275007_1_gene423345"	"TARA_193_SRF_lt-0.22_G_scaffold184537_1_gene301118"	0.946423623315117	"GC"	"GC"	NA
"TARA_193_SRF_lt-0.22_G_scaffold184537_1_gene301118"	"TARA_209_SRF_lt-0.22_G_scaffold275007_1_gene423345"	0.946423623315117	"GC"	"GC"	NA
"TARA_065_MES_0.22-3_G_scaffold126891_1_gene89456"	"TARA_037_MES_0.22-1.6_G_C14032089_1_gene343655"	0.94638593332089	"GC"	"GC"	NA
"TARA_111_MES_0.22-3_G_scaffold267891_1_gene243374"	"TARA_070_MES_0.22-3_G_scaffold78969_1_gene74780"	0.946362210985255	"GC"	"GC"	NA
